id,party_id,source_url,file_type,word_count,qc_method,qc_correct_term,qc_correct_municipality,qc_correct_party,qc_is_program,qc_notes,overall_quality,qc_escalated,not_found
66b6287f-9707-452a-8f09-a6707361ef28,00c15389-50e3-4ad8-843d-4363fc97c9ba,https://mooierlelystad.nl/wp-content/uploads/2026/01/Verkiezingsprogramma-Mooi-Lelystad-2026-2030.pdf,pdf,1727,text,True,True,True,True,"The text explicitly states 'Verkiezingsprogramma 2026-2030' multiple times, confirming the term. The municipality 'Lelystad' is mentioned throughout, and the party 'Mooi Lelystad' is clearly identified. The content is structured as a typical election program with an introduction, table of contents, and policy sections on various topics like housing, care, safety, and culture, indicating it is indeed a verkiezingsprogramma.",pass,False,False
b1ab6fd3-a154-4cf1-882e-c8616f6302bc,00f51ebb-08ce-4432-998b-0b4cb4d4d521,https://pro98.nl/wp-content/uploads/2017/01/verkiezingsprogramma-Pro98-2014-2018.pdf,pdf,5427,text,False,True,True,True,"The document explicitly states 'verkiezingsprogramma 2014-2018', indicating it is for a past election term. The municipality and party are correct, and it is clearly a program.",fail,False,False
1393ad70-6eb4-43d7-b73f-f283c22b6f71,0118f0b7-0e70-479f-9c3f-78936e05b68b,https://www.utrechtsolidair.nl/mailto&#x3A;info&#x40;utrechtsolidair.nl,html,187,text,True,True,True,True,"The text explicitly mentions '18 MAART 2026 UTRECHT OP ÉÉN', indicating it's for the 2026 municipal elections. The municipality 'Utrecht' and party 'Utrecht Solidair' are clearly stated. The text lists numerous policy points across various domains (housing, environment, social care, economy, governance), confirming it is a program.",pass,False,False
6958169d-ddd8-4316-bed1-923121f44d15,01201338-d824-4617-8955-88184e9e2ec1,https://dewolden.groenlinkspvda.nl/standpunten/,html,7029,text,True,True,True,True,"The text clearly states 'GroenLinks-PvdA De Wolden' and discusses various policy themes, indicating it is a program. While no specific term year is mentioned, it is presented as current policy positions for the upcoming election cycle.",pass,False,False
3dddb84d-8487-4f61-8b07-10bb8f1e3955,012cc168-5124-422b-8682-e2af8f7b740b,https://barneveld.sgp.nl/download?docID=53c2765102895f4e145b5d44043f7559a1c65be2&name=Verkiezingsprogramma%20SGP%20Barneveld%202026-2030.pdf,pdf,25736,text,True,True,True,True,"The source URL explicitly mentions 'Verkiezingsprogramma SGP Barneveld 2026-2030.pdf', confirming the term, municipality, and party. The text itself is structured as a comprehensive election program with an extensive table of contents covering various policy areas.",pass,False,False
8ce5624d-9984-41a3-9afc-ff63d83be019,013f3428-8d5d-4cfa-a05f-98824b9673f9,https://media.d66.nl/uploads/sites/239/2026/02/Verkiezingsprogramma_D66_2026-2030.pdf,pdf,11829,text,True,True,True,True,The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and mentions 'D66 Goeree-Overflakkee'. The content is structured as a comprehensive election program with various policy themes.,pass,False,False
7a4341af-3169-48d7-a72a-54b70c83f451,01477aca-c2a1-45bb-a6af-b3a89a9e97be,https://media.d66.nl/uploads/sites/357/2026/02/D66-Sint-Michielsgestel-Programma-verkiezingen-2026.pdf,pdf,5728,text,True,True,False,True,"The document explicitly states 'Verkiezingsprogramma D66 Sint-Michielsgestel', not PPA. All other criteria pass: it is for the 2026-2030 term, for Sint-Michielsgestel, and is clearly a municipal election program.",fail,False,False
2080ddff-cf13-4dab-a41f-e089b40bb56d,01489396-8f2f-46fe-a2bf-c264013df071,https://d66.nl/heemskerk/ons-programma-2/,pdf,12122,text,True,True,True,True,The text explicitly states 'Verkiezingsprogramma 2026-2030' and the URL contains 'ons-programma-2/'. The municipality 'Heemskerk' and party 'D66' are clearly stated. The content is a detailed election program with policy positions.,pass,False,False
92e464bf-3c8c-4189-945c-66241fd17974,0158cf65-26ed-4e89-ac6f-b9887614c2ef,https://media.d66.nl/uploads/sites/248/2026/02/verkiezingsprogramma-D66-Alphen-Chaam-2026-2030.pdf,pdf,2077,text,True,True,False,True,"The document clearly states 'Verkiezingsprogramma 2026–2030' and mentions 'gemeenteraadsverkiezingen 2026', confirming the correct term. The municipality 'Alphen-Chaam' is explicitly mentioned throughout the text and in the URL. The document is titled 'Verkiezingsprogramma' and contains detailed policy proposals, confirming it is a program. However, the party is D66 Alphen-Chaam, not GBSV as requested.",fail,False,False
8b03a46c-154e-4770-a883-188b570ce7b9,016a6e0d-96df-4dd0-bb59-16e9e53577c6,https://d2vs36cx04qmpo.cloudfront.net/images/zuidplas/Verkiezingsprogramma-CDA-2026-2030.pdf,pdf,5559,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma CDA Zuidplas 2026-2030' and the URL also contains 'Verkiezingsprogramma-CDA-2026-2030.pdf'. The municipality 'Zuidplas' and party 'CDA' are clearly mentioned. The text is a comprehensive election program with multiple policy points.,pass,False,False
bf22a392-fbc4-4d8a-861c-8e0412a49a4d,0172299c-5775-4fc7-af42-f497b88f9035,https://staphorst.groenlinkspvda.nl/wp-content/uploads/2026/01/Verkiezingsprogramma-PvdA-GL-1.pdf,pdf,4946,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and 'Verkiezingsprogramma 2026' multiple times. The URL also contains '2026'. The municipality 'Staphorst' is clearly mentioned. The party 'Partij van de Arbeid (PvdA)/GROENLINKS' is identified as 'PvdAGroenLinks' and 'PvdA-GL'. The text provides substantial policy proposals, confirming it is a program.",pass,False,False
5903b218-f4fc-4d96-8efb-973a111467c9,01a5e7df-64f3-4572-a420-7d338574901d,https://res.cloudinary.com/fvdcdm/image/upload/v1759824498/FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf,pdf,23610,text,True,False,True,True,"The document is clearly a verkiezingsprogramma for Forum voor Democratie, as indicated by the title, structure, and policy content. The URL contains '2025' and the text mentions 'Woensdag 29 oktober 2025 biedt een nieuwe kans voor Nederland', suggesting it's for the upcoming election cycle (2026). However, the program is a national program, not specific to Breda. The text refers to 'Nederland' and national issues, not local Breda issues.",fail,False,False
abdf3a87-9519-4810-878e-cb6b9a29eb17,01afdd58-c562-425a-b0cd-e8af2979b45e,https://www.schiermonnikoogsbelang.nl/,,,,,,,,,,False,True
e6ab03b1-d41d-4e14-ae75-cc720826f235,01ed9ff0-cf52-47c6-908f-c150463439f9,https://media.d66.nl/uploads/sites/66/2026/01/Verkiezingsprogramma-D66-Vught-Helvoirt-Cromvoirt-2026-2030.pdf,pdf,9062,text,True,True,True,True,"The text explicitly states 'Verkiezingsprogramma 2026-2030' and the URL also contains '2026-2030'. The municipality 'Vught' is clearly mentioned, as is the party 'D66'. The document is titled 'Verkiezingsprogramma' and contains multiple policy proposals across various topics, confirming it is a program.",pass,False,False
23258331-e92a-4d09-b62c-277022408d82,01f3a25c-9674-4c6b-b391-4185d5e202f4,https://amstelveen.christenunie.nl/l/library/download/urn:uuid:7bc3d526-2b5f-4857-872e-0a5365ee2d70/verkiezingsprogramma.pdf,pdf,10813,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026' at the beginning. The source URL also contains 'verkiezingsprogramma'. The municipality 'Amstelveen' and party 'ChristenUnie' are clearly stated and consistent throughout the text and URL. The content is structured as a comprehensive election program with an introduction, table of contents, and detailed policy proposals across various chapters.",pass,False,False
8dbcfbe4-d447-4634-a16a-f200f13db944,021210cd-eaed-4dad-81d5-e21c5996d31c,https://www.cda.nl/friesland/opsterland/themas/,html,1603,text,True,True,True,True,"The text is from the CDA website for Opsterland and presents policy points under 'Onze plannen', indicating it is a municipal election program. While no specific term is mentioned, it is presented as the current plan for the party in this municipality. The cookie consent text at the beginning is boilerplate and does not detract from the program content.",pass,False,False
757493a3-afed-488f-94e0-e3b84dd9117b,021539c3-d29e-4704-a13a-a33d5d5db732,https://zwartewaterland.pvda.nl/wp-content/uploads/sites/358/2026/02/Programma-PvdA-2026-Kiezen-en-delen-2.pdf,pdf,6258,text,True,True,True,True,The document explicitly mentions 'gemeenteraadsverkiezingen' and the URL contains '2026'. The text refers to 'Partij van de Arbeid' and 'Zwartewaterland'. The content is clearly a detailed election program with various policy points.,pass,False,False
7ab9b70c-5f69-44c7-8fae-53dc7cae258d,021fe2b5-eea5-4a88-b56d-ce08e9f77f25,https://d2vs36cx04qmpo.cloudfront.net/images/ommen/Verkiezingsprogramma-CDA-Ommen-_2026-2030.pdf,pdf,6111,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026-2030' and mentions 'CDA Ommen'. It contains a foreword, party compass, and a list of top 10 priorities with detailed policy proposals, confirming it is a municipal election program.",pass,False,False
0115ae77-d275-4d28-b413-f21bca72d4c2,022b9837-87a1-4f94-9d1b-00b9f6d56acf,https://nuenen.groenlinkspvda.nl/standpunten/,html,6998,text,True,True,True,True,"The text clearly states 'GroenLinks-PvdA Nuenen' and discusses various policy themes like housing, sustainability, and liveable neighborhoods, indicating it is a municipal election program. No specific election year is mentioned, but given the nature of the content and the upcoming 2026 elections, it is assumed to be for the current cycle. The content is extensive enough to be considered a program.",pass,False,False
b35d3e9a-f350-4bb4-b464-318a832ef638,02497d44-0af8-4858-aa52-90aa797c9f5e,https://d2vs36cx04qmpo.cloudfront.net/images/montferland/Verkiezingsprogramma-CDA-Montferland-2026-2030.pdf,pdf,8234,text,True,True,True,True,"The document explicitly states 'Montferland. 2026-2030.' and 'Voor u ligt ons programma voor de periode 2026–2030.', confirming the term. The municipality 'Montferland' is clearly stated multiple times. The party 'CDA' is also explicitly mentioned. The text is structured as a comprehensive election program with an index and detailed policy positions across various topics.",pass,False,False
340783b7-dafd-412c-a9b5-d0ac6567faa6,024ea06c-2093-43d2-b106-df3ddc1691d7,https://d2vs36cx04qmpo.cloudfront.net/images/heerde/2026.Verkiezingsprogramma_Dorpspartij_CDA.pdf,pdf,7188,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' and the URL contains '2026'. The municipality 'Heerde' is mentioned multiple times, and the party is 'Dorpspartij CDA Heerde', which is a local variant of CDA. The document is structured as a full election program with speerpunten, vision, and policy sections.",pass,False,False
51dc8f29-7f22-4d22-8780-3791c55a5e33,027cddff-aa9d-4200-b383-19d9f2dfd30e,https://res.cloudinary.com/fvdcdm/image/upload/v1759824498/FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf,pdf,23610,text,True,False,True,True,"The document is clearly a verkiezingsprogramma for Forum voor Democratie. The URL contains '2025' and the text mentions 'Woensdag 29 oktober 2025 biedt een nieuwe kans voor Nederland', indicating it's for the upcoming election cycle. However, the program is a national program, not specific to Alkmaar. The text refers to 'Nederland' and national issues, not local Alkmaar policies.",fail,False,False
c1e93db3-ca52-4149-b8c6-082daa6f383f,02853e71-c163-4017-8ead-a8917480784d,https://www.vvd.nl/wp-content/uploads/sites/141/2026/01/VVD-Verkiezingsprogramma-2026.pdf,pdf,7229,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026 - 2030' and the URL also contains '2026'. The municipality 'Meierijstad' and party 'VVD' are clearly stated. The content is a comprehensive election program with various policy points.,pass,False,False
9f537af9-5ef2-4418-a210-8dce2f2a405d,02898139-e98a-46c3-af9d-724d4dd1fe76,https://terneuzen.sgp.nl/download?docID=7bb8a47f5975fd4059e571ce9b433616fcb1e4ab&name=Kernpunten%20SGP%202026-2030.pdf,pdf,817,text,True,True,True,True,"The document explicitly states 'Kernpunten SGP “ Vaste Koers”' and '2026-2030' in the source URL, confirming the term. The municipality 'Terneuzen' and party 'SGP' are clearly stated. The text contains multiple policy points across various topics, indicating it is a municipal election program.",pass,False,False
6189551c-f249-4ea6-b81b-d430d9cdd5dc,029cb3f8-e413-4641-ad82-f048df567f0d,https://nissewaard.groenlinks.nl/sites/groenlinks/files/2026-02/Verkiezingsprogramma%202026.pdf,pdf,745,text,True,True,True,True,"The document explicitly mentions 'Speerpunten GR26' and the URL contains 'Verkiezingsprogramma%202026.pdf', indicating it's for the 2026 municipal elections. The municipality 'Nissewaard' is in the URL and the party 'GROENLINKS' is also in the URL and consistent with the content. The text provides a comprehensive list of policy points across various categories, confirming it is a verkiezingsprogramma.",pass,False,False
a36fe269-5cdf-43f0-b70a-f3f94a9f16ca,032147b0-909c-4b12-ae31-d29922189a8e,https://irp.cdn-website.com/21336e4e/files/uploaded/Voerendaal+Actief+verkiezingsprogramma+beknopt.pdf,pdf,1205,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026 – 2030' multiple times. The municipality 'Voerendaal' is mentioned throughout the text and in the party name. The party name 'Voerendaal Actief' is clearly stated. The text is structured as a comprehensive election program with various policy points across different topics.,pass,False,False
4190339d-7e0d-4782-b8c3-2a01bce1415b,0323f0f0-d6ae-4377-a754-393fc1183d6e,https://www.vvd.nl/lokaal-netwerk-altena/standpunten,html,159,text,True,True,True,True,"The text explicitly mentions 'gemeenteraadsverkiezingen 2026' and 'VVD Altena'. It presents '10 punten' as a plan for the coming four years, indicating it is a program.",pass,False,False
c2c669a6-9ab7-4d8e-80b5-96e193eba262,033dfb51-c716-407b-871e-9f80292af244,https://ddo-oss.nl/wp-content/uploads/2026/02/verkiezingsprogramma-2026.pdf,pdf,7262,text,True,True,True,True,"The document explicitly states '2026-2030' on the cover and in the foreword, confirming the term. The party name 'Dynamisch Democratisch Oss' and municipality 'Oss' are clearly stated. The text is structured as a comprehensive election program with an introduction, table of contents, and detailed policy positions across various topics.",pass,False,False
6739bad0-8763-429d-9fd0-c4b02b60d972,036ff512-41df-4f74-9000-649de340e808,https://gbaaenhunze.nl/wp-content/uploads/2026/01/Verkiezingsprogramma-Gemeentebelangen-Aa-en-Hunze-2026-2030.pdf,pdf,4668,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026-2030' and the URL contains '2026'. The party name and municipality match exactly. The content is clearly a detailed election program covering various policy areas.,pass,False,False
c213d18a-df3e-441d-bb42-1f0cccea4cfd,039f6b38-1224-4bae-b976-cd793de118bb,https://media.d66.nl/uploads/sites/125/2026/01/Verkiezingsprogramma-GR-2026-D66-Alblasserdam-1.pdf,pdf,2142,text,True,True,True,True,"The text explicitly states 'Verkiezingsprogramma 2026 – 2030' and 'Gemeenteraadsverkiezingen 2026'. The municipality 'Alblasserdam' is mentioned multiple times. The party 'D66' is clearly stated. The document is structured as a comprehensive election program with an introduction, chapters, and policy proposals.",pass,False,False
9c0ce0bb-b8ee-46ce-bfb7-5a597935a86e,03a9d218-6152-4c47-ad01-6896c1cc4a56,https://media.d66.nl/uploads/sites/82/2026/02/Verkiezingsprogramma-2026-eindversie.pdf,pdf,984,text,True,True,True,True,"The document explicitly states 'VERKIEZINGSPROGRAMMA 2026' and 'Gemeente Bergen 2040: onze toekomstvisie', indicating it's for the upcoming election cycle. The URL also contains '2026'. The municipality 'Bergen (NH)' is clearly stated and referenced throughout. The party 'D66 Lokaal' is a local variant of D66. The content is structured as a comprehensive election program with themes, policy proposals, and team introductions.",pass,False,False
5745df25-6407-48e7-bf71-e773282dde62,03b30e81-3f2d-45cf-8d56-bdfd3295c2ea,https://d66.nl/lelystad/verkiezingsprogramma/,html,8057,text,True,True,True,True,"The text explicitly states 'Verkiezingsprogramma 2026-2030' multiple times and mentions 'gemeenteraadsverkiezingen 2026'. The municipality 'Lelystad' and party 'D66' are clearly identified throughout. The content discusses various policy positions across different domains, confirming it is a program.",pass,False,False
220cef3f-abd7-453f-8fe0-889ec2b60edd,03c690e1-0cac-47bb-a2ff-03047d948dc0,https://alkmaar.headliner.nl/item/status-quo-presenteert-verkiezingsprogramma-2026-samen-sterk-alkmaarsdagblad-1552,,,,,,,,,,False,True
9f0d9ec3-a2d9-4088-b6e9-9265f96c839b,03d08339-aac6-49fa-bb78-ee043a97fb23,https://www.vvd.nl/wp-content/uploads/sites/248/2026/02/definitief-programma_gr_2026_v20251114.pdf,pdf,3069,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma 2026-2030' at the beginning and the URL contains '2026'. The municipality 'Scherpenzeel' is mentioned multiple times. The party 'VVD' is in the URL and the document is clearly a policy program with multiple sections covering various topics. The URL also contains 'vvd.nl'.,pass,False,False
a795446c-9047-408a-a14f-9d673e1bf024,03dfe36e-47a7-4c58-9366-7e43ab970bc2,https://lansingerland.christenunie.nl/l/library/download/urn:uuid:3c2987bc-b5bd-462e-acb4-6092e0b563d7/verkiezingsprogramma+christenunie+lansingerland+2026-2030.pdf?format=save_to_disk,pdf,1982,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma ChristenUnie Lansingerland 2026–2030' at the beginning of the text and in the URL. The content is clearly a detailed election program with multiple policy themes and proposals. The party and municipality names match exactly.,pass,False,False
f713d136-510a-4e08-b824-02a203ebe159,03e1ba4f-16d4-4f1c-9f11-a1cb21d4a04a,https://bunschoten.sgp.nl/themas,html,43,text,,,,,No text to check,uncertain,False,False
0193ffd0-7ec0-46aa-bcb4-12ae13588c64,0404ef91-0bb7-44fb-b6e7-12ef9212dfbb,https://cdn.sp.nl/sites/7/zeeland/7/Verkiezingsprogramma-Socialistische-Partij-SP-2026.pdf,pdf,1799,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma Schouwen-Duiveland 2026 - 2030' and the party is 'Socialistische Partij (SP)'. The content is clearly a municipal election program with various policy points.,pass,False,False
8e8f1ed2-a5a8-4b53-9bce-b927cb3c057a,041b5aad-233b-4157-9269-4e0fe8930506,https://www.wakkeremmen.nl/wp-content/uploads/2026/01/Verkiezingsprogramma-definitief-2026-1.pdf,pdf,13677,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma Wakker Emmen voor 2026' and the URL contains '2026'. The municipality 'Emmen' and party 'Wakker Emmen' are clearly stated. The text is a comprehensive election program with multiple policy points.,pass,False,False
2947b125-e5f0-4d20-be16-e3ceae934957,041c41a0-9772-4456-97f1-060ad1bb5686,https://media.d66.nl/uploads/sites/192/2026/01/D66-Goirle-Verkiezingsprogramma-2026-2030.pdf,pdf,5878,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' multiple times, confirming the correct term. The municipality 'Goirle' and party 'D66' are also clearly stated. The content is a detailed election program with policy proposals.",pass,False,False
1d66a4e2-7d05-4651-8ff6-b8aa7eff11fc,04216867-35ca-484f-903e-8587b54ffa3e,https://res.cloudinary.com/fvdcdm/image/upload/v1759824498/FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf,pdf,23610,text,True,False,True,True,"The document is clearly a verkiezingsprogramma for Forum voor Democratie, as indicated by the title and content. The URL contains '2025' and the text mentions 'Woensdag 29 oktober 2025 biedt een nieuwe kans voor Nederland', suggesting it's for the upcoming election cycle. However, the program is a national program, not specific to Tilburg. The text refers to 'Nederland' and national issues, not local Tilburg issues. The URL also contains 'FVD_verkiezingsprogramma-2025_A4_FORMAAT_digitaal-DEF-V5_t8qcsr.pdf' which does not specify a municipality.",fail,False,False
30c0f3e1-3c2e-4eac-8211-0b39b7563827,043f8e72-fcdb-4067-853c-f974212340f2,https://media.d66.nl/uploads/sites/183/2026/01/Verkiezingsprogramma-D66-Rijswijk-2026-2030.pdf,pdf,9520,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma 2026-2030' on the cover and in the text. The URL also contains '2026'. The municipality 'Rijswijk' and party 'D66' are clearly stated. The content is structured as a comprehensive election program with themes, ambitions, and concrete plans.",pass,False,False
efee3a54-fc36-473d-b57f-1be6dd1b0a00,04772c1c-9c79-4154-9804-11228c0e13e5,https://www.bewegingdenk.nl/download/28596/?tmstv=1759168789,pdf,12372,text,False,False,True,True,"The document explicitly states 'Tweede Kamerverkiezingen 2025' (National Parliament Elections 2025), not municipal elections for 2026. The municipality is also not Utrecht, but rather a national program. The party is correctly identified as DENK, and it is a verkiezingsprogramma.",fail,False,False
def19177-5512-4e78-8771-724356df6662,0483c045-8915-4132-be1c-4b1a4891d543,https://ridderkerk.groenlinks.nl/sites/groenlinks/files/2026-02/Verkiezingsprogramma%20GroenLinks%20Ridderkerk%202026-2030%20-%20NL_0.pdf,pdf,2899,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma GroenLinks Ridderkerk 2026 - 2030' on the cover and in the header of every page. The URL also contains '2026'. The party and municipality are clearly stated as GroenLinks and Ridderkerk. The content is structured as a typical election program with an introduction, spearpoints, and chapters detailing policy proposals across various domains.",pass,False,False
b3b5b40a-9d7c-4578-893e-55ddd15daab8,04a7ad9e-1558-4428-a67f-eda7e17dc2b9,https://velsen.christenunie.nl/l/library/download/urn:uuid:dc83587b-0dd5-40ce-b6bf-d01c15fdab85/programma+velsen+gr2026.pdf?format=save_to_disk,pdf,19604,text,True,True,True,True,"The document explicitly states 'Verkiezingsprogramma ChristenUnie Velsen 2026-2030' multiple times. The municipality 'Velsen' and party 'ChristenUnie' are clearly identified. The text contains numerous policy proposals and a 'Speerpunten' section, confirming it is a program.",pass,False,False
d4c74831-4ceb-412f-9ec3-e81fb4d1b1bc,04ce6bf5-715a-41e8-ad9f-2fdb04643c14,https://media.d66.nl/uploads/sites/172/2026/01/VKP-GR26-D66-Den-Helder.pdf,pdf,5693,text,True,True,True,True,The document explicitly states 'Verkiezingsprogramma Gemeenteraad D66 Den Helder 2026–2030' multiple times. The URL also contains 'GR26'. The party is D66 and the municipality is Den Helder. The content is clearly a detailed election program with multiple policy sections.,pass,False,False
